,Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,NonComm_Postions_Spread_All,Comm_Positions_Long_All,Comm_Positions_Short_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Open_Interest_Old,NonComm_Positions_Long_Old,NonComm_Positions_Short_Old,NonComm_Positions_Spread_Old,Comm_Positions_Long_Old,Comm_Positions_Short_Old,Tot_Rept_Positions_Long_Old,Tot_Rept_Positions_Short_Old,NonRept_Positions_Long_Old,NonRept_Positions_Short_Old,Open_Interest_Other,NonComm_Positions_Long_Other,NonComm_Positions_Short_Other,NonComm_Positions_Spread_Other,Comm_Positions_Long_Other,Comm_Positions_Short_Other,Tot_Rept_Positions_Long_Other,Tot_Rept_Positions_Short_Other,NonRept_Positions_Long_Other,NonRept_Positions_Short_Other,Change_in_Open_Interest_All,Change_in_NonComm_Long_All,Change_in_NonComm_Short_All,Change_in_NonComm_Spead_All,Change_in_Comm_Long_All,Change_in_Comm_Short_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_NonComm_Long_All,Pct_of_OI_NonComm_Short_All,Pct_of_OI_NonComm_Spread_All,Pct_of_OI_Comm_Long_All,Pct_of_OI_Comm_Short_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Pct_of_Open_Interest_Old,Pct_of_OI_NonComm_Long_Old,Pct_of_OI_NonComm_Short_Old,Pct_of_OI_NonComm_Spread_Old,Pct_of_OI_Comm_Long_Old,Pct_of_OI_Comm_Short_Old,Pct_of_OI_Tot_Rept_Long_Old,Pct_of_OI_Tot_Rept_Short_Old,Pct_of_OI_NonRept_Long_Old,Pct_of_OI_NonRept_Short_Old,Pct_of_Open_Interest_Other,Pct_of_OI_NonComm_Long_Other,Pct_of_OI_NonComm_Short_Other,Pct_of_OI_NonComm_Spread_Other,Pct_of_OI_Comm_Long_Other,Pct_of_OI_Comm_Short_Other,Pct_of_OI_Tot_Rept_Long_Other,Pct_of_OI_Tot_Rept_Short_Other,Pct_of_OI_NonRept_Long_Other,Pct_of_OI_NonRept_Short_Other,Traders_Tot_All,Traders_NonComm_Long_All,Traders_NonComm_Short_All,Traders_NonComm_Spread_All,Traders_Comm_Long_All,Traders_Comm_Short_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Traders_Tot_Old,Traders_NonComm_Long_Old,Traders_NonComm_Short_Old,Traders_NonComm_Spead_Old,Traders_Comm_Long_Old,Traders_Comm_Short_Old,Traders_Tot_Rept_Long_Old,Traders_Tot_Rept_Short_Old,Traders_Tot_Other,Traders_NonComm_Long_Other,Traders_NonComm_Short_Other,Traders_NonComm_Spread_Other,Traders_Comm_Long_Other,Traders_Comm_Short_Other,Traders_Tot_Rept_Long_Other,Traders_Tot_Rept_Short_Other,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Conc_Gross_LE_4_TDR_Long_Old,Conc_Gross_LE_4_TDR_Short_Old,Conc_Gross_LE_8_TDR_Long_Old,Conc_Gross_LE_8_TDR_Short_Old,Conc_Net_LE_4_TDR_Long_Old,Conc_Net_LE_4_TDR_Short_Old,Conc_Net_LE_8_TDR_Long_Old,Conc_Net_LE_8_TDR_Short_Old,Conc_Gross_LE_4_TDR_Long_Other,Conc_Gross_LE_4_TDR_Short_Other,Conc_Gross_LE_8_TDR_Long_Other,Conc_Gross_LE_8_TDR_Short_Other,Conc_Net_LE_4_TDR_Long_Other,Conc_Net_LE_4_TDR_Short_Other,Conc_Net_LE_8_TDR_Long_Other,Conc_Net_LE_8_TDR_Short_Other,Contract_Units
1823,HENRY HUB GAS SWAP - NEW YORK MERCANTILE EXCHANGE,60919,2006-09-19,03565B,NYME,1,23,3407081,158036,169400,1359509,1865162,1860495,3382707,3389404,24374,17677,3407081,158036,169400,1359509,1865162,1860495,3382707,3389404,24374,17677,0,0,0,0,0,0,0,0,0,0,297856.0,-14310.0,207.0,153216.0,153729.0,139772.0,292635.0,293195.0,5221.0,4661.0,100,4.6,5.0,39.9,54.7,54.6,99.3,99.5,0.7,0.5,100,4.6,5.0,39.9,54.7,54.6,99.3,99.5,0.7,0.5,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158,31,19,42,107,87,156,131,158,31,19,42,107,87,156,131,0,0,0,0,0,0,0,0,36.3,45.0,50.3,59.6,8.4,14.5,12.8,17.4,36.3,45.0,50.3,59.6,8.4,14.5,12.8,17.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(2,500 MMBTU'S)"
1824,HENRY HUB GAS SWAP - NEW YORK MERCANTILE EXCHANGE,60912,2006-09-12,03565B,NYME,1,23,3109225,172346,169193,1206293,1711433,1720723,3090072,3096209,19153,13016,3109225,172346,169193,1206293,1711433,1720723,3090072,3096209,19153,13016,0,0,0,0,0,0,0,0,0,0,66794.0,-69411.0,74583.0,21799.0,110377.0,-33688.0,62765.0,62694.0,4029.0,4100.0,100,5.5,5.4,38.8,55.0,55.3,99.4,99.6,0.6,0.4,100,5.5,5.4,38.8,55.0,55.3,99.4,99.6,0.6,0.4,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157,29,20,42,107,87,155,131,157,29,20,42,107,87,155,131,0,0,0,0,0,0,0,0,35.0,44.4,49.0,58.1,9.2,15.3,14.3,18.6,35.0,44.4,49.0,58.1,9.2,15.3,14.3,18.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(2,500 MMBTU'S)"
1825,HENRY HUB GAS SWAP - NEW YORK MERCANTILE EXCHANGE,60905,2006-09-05,03565B,NYME,1,23,3042431,241757,94610,1184494,1601056,1754411,3027307,3033515,15124,8916,3042431,241757,94610,1184494,1601056,1754411,3027307,3033515,15124,8916,0,0,0,0,0,0,0,0,0,0,-207523.0,-75445.0,-64858.0,-550.0,-115970.0,-133134.0,-191965.0,-198542.0,-15558.0,-8981.0,100,7.9,3.1,38.9,52.6,57.7,99.5,99.7,0.5,0.3,100,7.9,3.1,38.9,52.6,57.7,99.5,99.7,0.5,0.3,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152,27,19,42,105,86,151,129,152,27,19,42,105,86,151,129,0,0,0,0,0,0,0,0,36.5,42.7,50.4,58.2,9.1,16.6,15.2,20.1,36.5,42.7,50.4,58.2,9.1,16.6,15.2,20.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(2,500 MMBTU'S)"
1826,HENRY HUB GAS SWAP - NEW YORK MERCANTILE EXCHANGE,60829,2006-08-29,03565B,NYME,1,23,3249954,317202,159468,1185044,1717026,1887545,3219272,3232057,30682,17897,3249954,317202,159468,1185044,1717026,1887545,3219272,3232057,30682,17897,0,0,0,0,0,0,0,0,0,0,164878.0,-36625.0,95157.0,12486.0,181760.0,55785.0,157621.0,163428.0,7257.0,1450.0,100,9.8,4.9,36.5,52.8,58.1,99.1,99.4,0.9,0.6,100,9.8,4.9,36.5,52.8,58.1,99.1,99.4,0.9,0.6,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171,31,20,43,118,92,167,138,171,31,20,43,118,92,167,138,0,0,0,0,0,0,0,0,35.3,41.9,48.1,56.7,10.0,17.0,15.7,21.6,35.3,41.9,48.1,56.7,10.0,17.0,15.7,21.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(2,500 MMBTU'S)"
1827,HENRY HUB GAS SWAP - NEW YORK MERCANTILE EXCHANGE,60822,2006-08-22,03565B,NYME,1,23,3085076,353827,64311,1172558,1535266,1831760,3061651,3068629,23425,16447,3085076,353827,64311,1172558,1535266,1831760,3061651,3068629,23425,16447,0,0,0,0,0,0,0,0,0,0,51143.0,-96857.0,-17544.0,73392.0,73829.0,-6612.0,50364.0,49236.0,779.0,1907.0,100,11.5,2.1,38.0,49.8,59.4,99.2,99.5,0.8,0.5,100,11.5,2.1,38.0,49.8,59.4,99.2,99.5,0.8,0.5,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151,27,17,43,105,86,149,131,151,27,17,43,105,86,149,131,0,0,0,0,0,0,0,0,35.5,40.1,48.6,56.3,9.8,18.6,15.9,22.7,35.5,40.1,48.6,56.3,9.8,18.6,15.9,22.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(2,500 MMBTU'S)"
1828,HENRY HUB GAS SWAP - NEW YORK MERCANTILE EXCHANGE,60815,2006-08-15,03565B,NYME,1,23,3033933,450684,81855,1099166,1461437,1838372,3011287,3019393,22646,14540,3033933,450684,81855,1099166,1461437,1838372,3011287,3019393,22646,14540,0,0,0,0,0,0,0,0,0,0,94703.0,-67459.0,-10161.0,92851.0,66418.0,10299.0,91810.0,92989.0,2893.0,1714.0,100,14.9,2.7,36.2,48.2,60.6,99.3,99.5,0.7,0.5,100,14.9,2.7,36.2,48.2,60.6,99.3,99.5,0.7,0.5,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149,26,16,41,104,86,146,129,149,26,16,41,104,86,146,129,0,0,0,0,0,0,0,0,39.4,41.7,52.2,56.7,11.7,17.2,18.1,22.4,39.4,41.7,52.2,56.7,11.7,17.2,18.1,22.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(2,500 MMBTU'S)"
1829,HENRY HUB GAS SWAP - NEW YORK MERCANTILE EXCHANGE,60808,2006-08-08,03565B,NYME,1,23,2939230,518143,92016,1006315,1395019,1828073,2919477,2926404,19753,12826,2939230,518143,92016,1006315,1395019,1828073,2919477,2926404,19753,12826,0,0,0,0,0,0,0,0,0,0,243914.0,-5668.0,2597.0,174543.0,75530.0,67652.0,244405.0,244792.0,-491.0,-878.0,100,17.6,3.1,34.2,47.5,62.2,99.3,99.6,0.7,0.4,100,17.6,3.1,34.2,47.5,62.2,99.3,99.6,0.7,0.4,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148,24,18,42,102,85,145,128,148,24,18,42,102,85,145,128,0,0,0,0,0,0,0,0,39.6,40.3,52.3,55.5,14.4,18.6,21.2,23.7,39.6,40.3,52.3,55.5,14.4,18.6,21.2,23.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(2,500 MMBTU'S)"
1830,HENRY HUB GAS SWAP - NEW YORK MERCANTILE EXCHANGE,60801,2006-08-01,03565B,NYME,1,23,2695316,523811,89419,831772,1319489,1760421,2675072,2681612,20244,13704,2695316,523811,89419,831772,1319489,1760421,2675072,2681612,20244,13704,0,0,0,0,0,0,0,0,0,0,-48211.0,-1663.0,-14304.0,-631.0,-46845.0,-31951.0,-49139.0,-46886.0,928.0,-1325.0,100,19.4,3.3,30.9,49.0,65.3,99.2,99.5,0.8,0.5,100,19.4,3.3,30.9,49.0,65.3,99.2,99.5,0.8,0.5,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143,26,15,42,98,80,140,123,143,26,15,42,98,80,140,123,0,0,0,0,0,0,0,0,37.5,38.8,51.6,54.9,14.3,19.2,21.6,25.0,37.5,38.8,51.6,54.9,14.3,19.2,21.6,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(2,500 MMBTU'S)"
1831,HENRY HUB GAS SWAP - NEW YORK MERCANTILE EXCHANGE,60725,2006-07-25,03565B,NYME,1,23,2743527,525474,103723,832403,1366334,1792372,2724211,2728498,19316,15029,2743527,525474,103723,832403,1366334,1792372,2724211,2728498,19316,15029,0,0,0,0,0,0,0,0,0,0,114806.0,44183.0,-4685.0,54728.0,16025.0,64028.0,114936.0,114071.0,-130.0,735.0,100,19.2,3.8,30.3,49.8,65.3,99.3,99.5,0.7,0.5,100,19.2,3.8,30.3,49.8,65.3,99.3,99.5,0.7,0.5,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159,25,22,43,109,88,152,135,159,25,22,43,109,88,152,135,0,0,0,0,0,0,0,0,37.0,38.8,50.8,54.9,14.3,19.6,21.1,26.1,37.0,38.8,50.8,54.9,14.3,19.6,21.1,26.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(2,500 MMBTU'S)"
1832,HENRY HUB GAS SWAP - NEW YORK MERCANTILE EXCHANGE,60718,2006-07-18,03565B,NYME,1,23,2628721,481291,108408,777675,1350309,1728344,2609275,2614427,19446,14294,2628721,481291,108408,777675,1350309,1728344,2609275,2614427,19446,14294,0,0,0,0,0,0,0,0,0,0,34974.0,-4421.0,6012.0,18302.0,19514.0,7092.0,33395.0,31406.0,1579.0,3568.0,100,18.3,4.1,29.6,51.4,65.7,99.3,99.5,0.7,0.5,100,18.3,4.1,29.6,51.4,65.7,99.3,99.5,0.7,0.5,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148,24,18,40,102,81,143,124,148,24,18,40,102,81,143,124,0,0,0,0,0,0,0,0,36.6,39.3,50.7,54.4,13.7,20.6,20.9,26.7,36.6,39.3,50.7,54.4,13.7,20.6,20.9,26.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(2,500 MMBTU'S)"
1833,HENRY HUB GAS SWAP - NEW YORK MERCANTILE EXCHANGE,60711,2006-07-11,03565B,NYME,1,23,2593747,485712,102396,759373,1330795,1721252,2575880,2583021,17867,10726,2593747,485712,102396,759373,1330795,1721252,2575880,2583021,17867,10726,0,0,0,0,0,0,0,0,0,0,69565.0,-37219.0,14934.0,49867.0,57164.0,7644.0,69812.0,72445.0,-247.0,-2880.0,100,18.7,3.9,29.3,51.3,66.4,99.3,99.6,0.7,0.4,100,18.7,3.9,29.3,51.3,66.4,99.3,99.6,0.7,0.4,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145,26,15,39,100,80,140,122,145,26,15,39,100,80,140,122,0,0,0,0,0,0,0,0,36.1,38.2,51.0,53.9,15.0,21.6,22.4,27.8,36.1,38.2,51.0,53.9,15.0,21.6,22.4,27.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(2,500 MMBTU'S)"
1834,HENRY HUB GAS SWAP - NEW YORK MERCANTILE EXCHANGE,60703,2006-07-03,03565B,NYME,1,23,2524182,522931,87462,709506,1273631,1713608,2506068,2510576,18114,13606,2524182,522931,87462,709506,1273631,1713608,2506068,2510576,18114,13606,0,0,0,0,0,0,0,0,0,0,-126080.0,-35211.0,-4666.0,-18392.0,-73144.0,-102389.0,-126747.0,-125447.0,667.0,-633.0,100,20.7,3.5,28.1,50.5,67.9,99.3,99.5,0.7,0.5,100,20.7,3.5,28.1,50.5,67.9,99.3,99.5,0.7,0.5,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,27,15,38,97,78,136,120,142,27,15,38,97,78,136,120,0,0,0,0,0,0,0,0,37.0,37.0,51.6,53.5,17.0,21.6,24.3,28.0,37.0,37.0,51.6,53.5,17.0,21.6,24.3,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(2,500 MMBTU'S)"
1835,HENRY HUB GAS SWAP - NEW YORK MERCANTILE EXCHANGE,60627,2006-06-27,03565B,NYME,1,23,2650262,558142,92128,727898,1346775,1815997,2632815,2636023,17447,14239,2650262,558142,92128,727898,1346775,1815997,2632815,2636023,17447,14239,0,0,0,0,0,0,0,0,0,0,41572.0,10326.0,11810.0,-7703.0,35136.0,33671.0,37759.0,37778.0,3813.0,3794.0,100,21.1,3.5,27.5,50.8,68.5,99.3,99.5,0.7,0.5,100,21.1,3.5,27.5,50.8,68.5,99.3,99.5,0.7,0.5,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162,25,21,43,111,88,157,132,162,25,21,43,111,88,157,132,0,0,0,0,0,0,0,0,37.8,35.3,51.8,51.4,17.9,20.0,25.0,26.4,37.8,35.3,51.8,51.4,17.9,20.0,25.0,26.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(2,500 MMBTU'S)"
1836,HENRY HUB GAS SWAP - NEW YORK MERCANTILE EXCHANGE,60620,2006-06-20,03565B,NYME,1,23,2608690,547816,80318,735601,1311639,1782326,2595056,2598245,13634,10445,2608690,547816,80318,735601,1311639,1782326,2595056,2598245,13634,10445,0,0,0,0,0,0,0,0,0,0,41041.0,15412.0,922.0,-2623.0,26079.0,41537.0,38868.0,39836.0,2173.0,1205.0,100,21.0,3.1,28.2,50.3,68.3,99.5,99.6,0.5,0.4,100,21.0,3.1,28.2,50.3,68.3,99.5,99.6,0.5,0.4,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147,25,16,39,102,84,142,125,147,25,16,39,102,84,142,125,0,0,0,0,0,0,0,0,38.3,36.0,52.2,51.9,17.1,19.9,23.9,25.7,38.3,36.0,52.2,51.9,17.1,19.9,23.9,25.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(2,500 MMBTU'S)"
1837,HENRY HUB GAS SWAP - NEW YORK MERCANTILE EXCHANGE,60613,2006-06-13,03565B,NYME,1,23,2567649,532404,79396,738224,1285560,1740789,2556188,2558409,11461,9240,2567649,532404,79396,738224,1285560,1740789,2556188,2558409,11461,9240,0,0,0,0,0,0,0,0,0,0,24963.0,-3618.0,14645.0,12104.0,20930.0,1698.0,29416.0,28447.0,-4453.0,-3484.0,100,20.7,3.1,28.8,50.1,67.8,99.6,99.6,0.4,0.4,100,20.7,3.1,28.8,50.1,67.8,99.6,99.6,0.4,0.4,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145,27,15,38,99,81,139,122,145,27,15,38,99,81,139,122,0,0,0,0,0,0,0,0,38.7,36.9,52.4,52.8,16.6,20.1,23.3,25.5,38.7,36.9,52.4,52.8,16.6,20.1,23.3,25.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(2,500 MMBTU'S)"
1838,HENRY HUB GAS SWAP - NEW YORK MERCANTILE EXCHANGE,60606,2006-06-06,03565B,NYME,1,23,2542686,536022,64751,726120,1264630,1739091,2526772,2529962,15914,12724,2542686,536022,64751,726120,1264630,1739091,2526772,2529962,15914,12724,0,0,0,0,0,0,0,0,0,0,544898.0,149293.0,8042.0,184203.0,211957.0,352704.0,545453.0,544949.0,-555.0,-51.0,100,21.1,2.5,28.6,49.7,68.4,99.4,99.5,0.6,0.5,100,21.1,2.5,28.6,49.7,68.4,99.4,99.5,0.6,0.5,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144,26,16,37,98,80,137,121,144,26,16,37,98,80,137,121,0,0,0,0,0,0,0,0,39.3,38.5,52.9,54.4,15.8,20.1,23.1,25.9,39.3,38.5,52.9,54.4,15.8,20.1,23.1,25.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(2,500 MMBTU'S)"
1839,HENRY HUB GAS SWAP - NEW YORK MERCANTILE EXCHANGE,60530,2006-05-30,03565B,NYME,1,23,1997788,386729,56709,541917,1052673,1386387,1981319,1985013,16469,12775,1997788,386729,56709,541917,1052673,1386387,1981319,1985013,16469,12775,0,0,0,0,0,0,0,0,0,0,-19123.0,8134.0,8503.0,3456.0,-29562.0,-31576.0,-17972.0,-19617.0,-1151.0,494.0,100,19.4,2.8,27.1,52.7,69.4,99.2,99.4,0.8,0.6,100,19.4,2.8,27.1,52.7,69.4,99.2,99.4,0.8,0.6,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141,25,15,37,98,79,136,119,141,25,15,37,98,79,136,119,0,0,0,0,0,0,0,0,30.9,29.3,44.3,45.5,12.7,19.7,22.0,26.3,30.9,29.3,44.3,45.5,12.7,19.7,22.0,26.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(2,500 MMBTU'S)"
1840,HENRY HUB GAS SWAP - NEW YORK MERCANTILE EXCHANGE,60523,2006-05-23,03565B,NYME,1,23,2016911,378595,48206,538461,1082235,1417963,1999291,2004630,17620,12281,2016911,378595,48206,538461,1082235,1417963,1999291,2004630,17620,12281,0,0,0,0,0,0,0,0,0,0,40124.0,33122.0,12889.0,-20413.0,26172.0,45426.0,38881.0,37902.0,1243.0,2222.0,100,18.8,2.4,26.7,53.7,70.3,99.1,99.4,0.9,0.6,100,18.8,2.4,26.7,53.7,70.3,99.1,99.4,0.9,0.6,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147,26,18,38,100,85,140,128,147,26,18,38,100,85,140,128,0,0,0,0,0,0,0,0,29.5,29.1,42.6,45.9,12.0,20.2,20.9,27.6,29.5,29.1,42.6,45.9,12.0,20.2,20.9,27.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(2,500 MMBTU'S)"
1841,HENRY HUB GAS SWAP - NEW YORK MERCANTILE EXCHANGE,60516,2006-05-16,03565B,NYME,1,23,1976787,345473,35317,558874,1056063,1372537,1960410,1966728,16377,10059,1976787,345473,35317,558874,1056063,1372537,1960410,1966728,16377,10059,0,0,0,0,0,0,0,0,0,0,105408.0,18334.0,-895.0,31341.0,61684.0,75722.0,111359.0,106168.0,-5951.0,-760.0,100,17.5,1.8,28.3,53.4,69.4,99.2,99.5,0.8,0.5,100,17.5,1.8,28.3,53.4,69.4,99.2,99.5,0.8,0.5,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,26,15,35,98,83,135,123,142,26,15,35,98,83,135,123,0,0,0,0,0,0,0,0,29.9,29.5,42.1,46.9,11.0,19.6,18.8,26.7,29.9,29.5,42.1,46.9,11.0,19.6,18.8,26.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(2,500 MMBTU'S)"
1842,HENRY HUB GAS SWAP - NEW YORK MERCANTILE EXCHANGE,60509,2006-05-09,03565B,NYME,1,23,1871379,327139,36212,527533,994379,1296815,1849051,1860560,22328,10819,1871379,327139,36212,527533,994379,1296815,1849051,1860560,22328,10819,0,0,0,0,0,0,0,0,0,0,66438.0,9121.0,-4801.0,35983.0,25366.0,39366.0,70470.0,70548.0,-4032.0,-4110.0,100,17.5,1.9,28.2,53.1,69.3,98.8,99.4,1.2,0.6,100,17.5,1.9,28.2,53.1,69.3,98.8,99.4,1.2,0.6,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139,24,15,34,96,83,132,122,139,24,15,34,96,83,132,122,0,0,0,0,0,0,0,0,29.4,29.4,42.4,45.7,11.7,20.1,19.4,27.5,29.4,29.4,42.4,45.7,11.7,20.1,19.4,27.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(2,500 MMBTU'S)"
1843,HENRY HUB GAS SWAP - NEW YORK MERCANTILE EXCHANGE,60502,2006-05-02,03565B,NYME,1,23,1804941,318018,41013,491550,969013,1257449,1778581,1790012,26360,14929,1804941,318018,41013,491550,969013,1257449,1778581,1790012,26360,14929,0,0,0,0,0,0,0,0,0,0,22435.0,22328.0,-4369.0,19763.0,-22230.0,4532.0,19861.0,19926.0,2574.0,2509.0,100,17.6,2.3,27.2,53.7,69.7,98.5,99.2,1.5,0.8,100,17.6,2.3,27.2,53.7,69.7,98.5,99.2,1.5,0.8,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137,22,16,33,95,82,130,120,137,22,16,33,95,82,130,120,0,0,0,0,0,0,0,0,29.8,29.9,42.9,45.9,12.2,20.1,19.8,27.3,29.8,29.9,42.9,45.9,12.2,20.1,19.8,27.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(2,500 MMBTU'S)"
1844,HENRY HUB GAS SWAP - NEW YORK MERCANTILE EXCHANGE,60425,2006-04-25,03565B,NYME,1,23,1782506,295690,45382,471787,991243,1252917,1758720,1770086,23786,12420,1782506,295690,45382,471787,991243,1252917,1758720,1770086,23786,12420,0,0,0,0,0,0,0,0,0,0,82996.0,47657.0,11935.0,19887.0,15451.0,51039.0,82995.0,82861.0,1.0,135.0,100,16.6,2.5,26.5,55.6,70.3,98.7,99.3,1.3,0.7,100,16.6,2.5,26.5,55.6,70.3,98.7,99.3,1.3,0.7,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153,26,14,35,107,87,146,126,153,26,14,35,107,87,146,126,0,0,0,0,0,0,0,0,27.4,29.6,40.7,45.2,12.1,20.5,19.6,28.5,27.4,29.6,40.7,45.2,12.1,20.5,19.6,28.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(2,500 MMBTU'S)"
1845,HENRY HUB GAS SWAP - NEW YORK MERCANTILE EXCHANGE,60418,2006-04-18,03565B,NYME,1,23,1699510,248033,33447,451900,975792,1201878,1675725,1687225,23785,12285,1699510,248033,33447,451900,975792,1201878,1675725,1687225,23785,12285,0,0,0,0,0,0,0,0,0,0,42478.0,-7768.0,-5547.0,15518.0,29014.0,30164.0,36764.0,40135.0,5714.0,2343.0,100,14.6,2.0,26.6,57.4,70.7,98.6,99.3,1.4,0.7,100,14.6,2.0,26.6,57.4,70.7,98.6,99.3,1.4,0.7,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,26,16,39,96,81,139,121,142,26,16,39,96,81,139,121,0,0,0,0,0,0,0,0,25.0,29.5,39.4,44.5,11.6,20.5,18.3,28.5,25.0,29.5,39.4,44.5,11.6,20.5,18.3,28.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(2,500 MMBTU'S)"
1846,HENRY HUB GAS SWAP - NEW YORK MERCANTILE EXCHANGE,60411,2006-04-11,03565B,NYME,1,23,1657032,255801,38994,436382,946778,1171714,1638961,1647090,18071,9942,1657032,255801,38994,436382,946778,1171714,1638961,1647090,18071,9942,0,0,0,0,0,0,0,0,0,0,31303.0,3746.0,-7020.0,18560.0,10234.0,19560.0,32540.0,31100.0,-1237.0,203.0,100,15.4,2.4,26.3,57.1,70.7,98.9,99.4,1.1,0.6,100,15.4,2.4,26.3,57.1,70.7,98.9,99.4,1.1,0.6,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139,25,15,35,95,81,134,119,139,25,15,35,95,81,134,119,0,0,0,0,0,0,0,0,26.1,28.6,40.4,44.4,11.5,20.1,18.7,27.9,26.1,28.6,40.4,44.4,11.5,20.1,18.7,27.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(2,500 MMBTU'S)"
